state,date,type,median,mean
Maine,11/8/20,forecast,0.1,0.113
Maine,11/9/20,forecast,0.1,0.113
Maine,11/10/20,forecast,0.1,0.113
Maine,11/11/20,forecast,0.1,0.113
Maine,11/12/20,forecast,0.1,0.113
Maine,11/13/20,forecast,0.1,0.113
Maryland,8/25/20,estimate,-0.001,0
Maryland,8/26/20,estimate,-0.001,-0.001
Maryland,8/27/20,estimate,-0.001,-0.001
Maryland,8/28/20,estimate,-0.002,-0.001
Maryland,8/29/20,estimate,-0.002,-0.002
Maryland,8/30/20,estimate,-0.002,-0.002
Maryland,8/31/20,estimate,-0.002,-0.002
Maryland,9/1/20,estimate,-0.003,-0.003
Maryland,9/2/20,estimate,-0.003,-0.003
Maryland,9/3/20,estimate,-0.003,-0.004
Maryland,9/4/20,estimate,-0.004,-0.004
Maryland,9/5/20,estimate,-0.004,-0.005
Maryland,9/6/20,estimate,-0.004,-0.005
Maryland,9/7/20,estimate,-0.005,-0.005
Maryland,9/8/20,estimate,-0.005,-0.005
Maryland,9/9/20,estimate,-0.005,-0.006
Maryland,9/10/20,estimate,-0.005,-0.006
Maryland,9/11/20,estimate,-0.005,-0.006
Maryland,9/12/20,estimate,-0.005,-0.006
Maryland,9/13/20,estimate,-0.005,-0.005
Maryland,9/14/20,estimate,-0.004,-0.005
Maryland,9/15/20,estimate,-0.004,-0.004
Maryland,9/16/20,estimate,-0.003,-0.004
Maryland,9/17/20,estimate,-0.002,-0.003
Maryland,9/18/20,estimate,-0.002,-0.002
Maryland,9/19/20,estimate,-0.001,-0.002
Maryland,9/20/20,estimate,0,-0.001
Maryland,9/21/20,estimate,0.001,0
Maryland,9/22/20,estimate,0.002,0.001
Maryland,9/23/20,estimate,0.002,0.002
Maryland,9/24/20,estimate,0.003,0.003
Maryland,9/25/20,estimate,0.004,0.004
Maryland,9/26/20,estimate,0.005,0.005
Maryland,9/27/20,estimate,0.006,0.006
Maryland,9/28/20,estimate,0.007,0.007
Maryland,9/29/20,estimate,0.008,0.008
Maryland,9/30/20,estimate,0.008,0.009
Maryland,10/1/20,estimate,0.009,0.009
Maryland,10/2/20,estimate,0.01,0.01
Maryland,10/3/20,estimate,0.011,0.011
Maryland,10/4/20,estimate,0.011,0.012
Maryland,10/5/20,estimate,0.012,0.012
Maryland,10/6/20,estimate,0.013,0.013
Maryland,10/7/20,estimate,0.013,0.013
Maryland,10/8/20,estimate,0.014,0.014
Maryland,10/9/20,estimate,0.014,0.015
Maryland,10/10/20,estimate,0.015,0.015
Maryland,10/11/20,estimate,0.015,0.016
Maryland,10/12/20,estimate,0.016,0.016
Maryland,10/13/20,estimate,0.016,0.017
Maryland,10/14/20,estimate,0.017,0.017
Maryland,10/15/20,estimate,0.018,0.018
Maryland,10/16/20,estimate,0.018,0.019
Maryland,10/17/20,estimate,0.019,0.019
Maryland,10/18/20,estimate,0.02,0.02
Maryland,10/19/20,estimate,0.02,0.021
Maryland,10/20/20,estimate,0.021,0.021
Maryland,10/21/20,estimate,0.021,0.022
Maryland,10/22/20,estimate,0.022,0.022
Maryland,10/23/20,estimate,0.022,0.023
Maryland,10/24/20,estimate based on partial data,0.022,0.023
Maryland,10/25/20,estimate based on partial data,0.023,0.024
Maryland,10/26/20,estimate based on partial data,0.023,0.024
Maryland,10/27/20,estimate based on partial data,0.023,0.024
Maryland,10/28/20,estimate based on partial data,0.023,0.024
Maryland,10/29/20,estimate based on partial data,0.023,0.025
Maryland,10/30/20,estimate based on partial data,0.023,0.025
Maryland,10/31/20,estimate based on partial data,0.023,0.025
Maryland,11/1/20,estimate based on partial data,0.023,0.025
Maryland,11/2/20,estimate based on partial data,0.023,0.024
Maryland,11/3/20,estimate based on partial data,0.022,0.024
Maryland,11/4/20,forecast,0.022,0.024
Maryland,11/5/20,forecast,0.022,0.024
Maryland,11/6/20,forecast,0.022,0.024
Maryland,11/7/20,forecast,0.022,0.024
Maryland,11/8/20,forecast,0.022,0.024
Maryland,11/9/20,forecast,0.022,0.024
Maryland,11/10/20,forecast,0.022,0.024
Maryland,11/11/20,forecast,0.022,0.024
Maryland,11/12/20,forecast,0.022,0.024
Maryland,11/13/20,forecast,0.022,0.024
Maryland,11/14/20,forecast,0.022,0.024
Maryland,11/15/20,forecast,0.022,0.024
Maryland,11/16/20,forecast,0.022,0.024
Maryland,11/17/20,forecast,0.022,0.024
Massachusetts,8/24/20,estimate,0.004,0.003
Massachusetts,8/25/20,estimate,0.004,0.003
Massachusetts,8/26/20,estimate,0.005,0.003
Massachusetts,8/27/20,estimate,0.005,0.004
Massachusetts,8/28/20,estimate,0.006,0.004
Massachusetts,8/29/20,estimate,0.006,0.005
Massachusetts,8/30/20,estimate,0.007,0.006
Massachusetts,8/31/20,estimate,0.008,0.007
Massachusetts,9/1/20,estimate,0.009,0.008
Massachusetts,9/2/20,estimate,0.01,0.009
Massachusetts,9/3/20,estimate,0.011,0.01
Massachusetts,9/4/20,estimate,0.012,0.011
Massachusetts,9/5/20,estimate,0.013,0.012
Massachusetts,9/6/20,estimate,0.014,0.014
Massachusetts,9/7/20,estimate,0.015,0.015
Massachusetts,9/8/20,estimate,0.016,0.016
Massachusetts,9/9/20,estimate,0.017,0.018
Massachusetts,9/10/20,estimate,0.017,0.019
Massachusetts,9/11/20,estimate,0.018,0.02
Massachusetts,9/12/20,estimate,0.019,0.021
Massachusetts,9/13/20,estimate,0.02,0.022
Massachusetts,9/14/20,estimate,0.021,0.022
Massachusetts,9/15/20,estimate,0.021,0.023
Massachusetts,9/16/20,estimate,0.022,0.024
Massachusetts,9/17/20,estimate,0.022,0.024
Massachusetts,9/18/20,estimate,0.023,0.024
Massachusetts,9/19/20,estimate,0.023,0.025
Massachusetts,9/20/20,estimate,0.023,0.025
Massachusetts,9/21/20,estimate,0.024,0.025
Massachusetts,9/22/20,estimate,0.024,0.025
Massachusetts,9/23/20,estimate,0.024,0.025
Massachusetts,9/24/20,estimate,0.024,0.025
Massachusetts,9/25/20,estimate,0.024,0.025
Massachusetts,9/26/20,estimate,0.025,0.025
Massachusetts,9/27/20,estimate,0.025,0.025
Massachusetts,9/28/20,estimate,0.025,0.025
Massachusetts,9/29/20,estimate,0.025,0.025
Massachusetts,9/30/20,estimate,0.025,0.025
Massachusetts,10/1/20,estimate,0.026,0.025
Massachusetts,10/2/20,estimate,0.026,0.026
Massachusetts,10/3/20,estimate,0.026,0.026
Massachusetts,10/4/20,estimate,0.027,0.026
Massachusetts,10/5/20,estimate,0.027,0.027
Massachusetts,10/6/20,estimate,0.027,0.027
Massachusetts,10/7/20,estimate,0.028,0.028
Massachusetts,10/8/20,estimate,0.028,0.028
Massachusetts,10/9/20,estimate,0.029,0.029
Massachusetts,10/10/20,estimate,0.029,0.03
Massachusetts,10/11/20,estimate,0.03,0.03
Massachusetts,10/12/20,estimate,0.03,0.031
Massachusetts,10/13/20,estimate,0.03,0.031
Massachusetts,10/14/20,estimate,0.031,0.031
Massachusetts,10/15/20,estimate,0.031,0.032
Massachusetts,10/16/20,estimate,0.031,0.032
Massachusetts,10/17/20,estimate,0.032,0.032
Massachusetts,10/18/20,estimate,0.032,0.033
Massachusetts,10/19/20,estimate,0.032,0.033
Massachusetts,10/20/20,estimate,0.032,0.033
Massachusetts,10/21/20,estimate,0.032,0.033
Massachusetts,10/22/20,estimate,0.032,0.033
Massachusetts,10/23/20,estimate based on partial data,0.032,0.033
Massachusetts,10/24/20,estimate based on partial data,0.032,0.033
Massachusetts,10/25/20,estimate based on partial data,0.031,0.033
Massachusetts,10/26/20,estimate based on partial data,0.031,0.033
Massachusetts,10/27/20,estimate based on partial data,0.031,0.032
Massachusetts,10/28/20,estimate based on partial data,0.031,0.032
Massachusetts,10/29/20,estimate based on partial data,0.031,0.032
Massachusetts,10/30/20,estimate based on partial data,0.031,0.032
Massachusetts,10/31/20,estimate based on partial data,0.031,0.032
Massachusetts,11/1/20,estimate based on partial data,0.031,0.032
Massachusetts,11/2/20,estimate based on partial data,0.03,0.032
Massachusetts,11/3/20,forecast,0.03,0.032
Massachusetts,11/4/20,forecast,0.03,0.032
Massachusetts,11/5/20,forecast,0.03,0.032
Massachusetts,11/6/20,forecast,0.03,0.032
Massachusetts,11/7/20,forecast,0.03,0.032
Massachusetts,11/8/20,forecast,0.03,0.032
Massachusetts,11/9/20,forecast,0.03,0.032
Massachusetts,11/10/20,forecast,0.03,0.032
Massachusetts,11/11/20,forecast,0.03,0.032
Massachusetts,11/12/20,forecast,0.03,0.032
Massachusetts,11/13/20,forecast,0.03,0.032
Massachusetts,11/14/20,forecast,0.03,0.032
Massachusetts,11/15/20,forecast,0.03,0.032
Massachusetts,11/16/20,forecast,0.03,0.032
Michigan,8/25/20,estimate,0,-0.004
Michigan,8/26/20,estimate,-0.003,-0.007
Michigan,8/27/20,estimate,-0.005,-0.009
Michigan,8/28/20,estimate,-0.007,-0.011
Michigan,8/29/20,estimate,-0.008,-0.012
Michigan,8/30/20,estimate,-0.01,-0.013
Michigan,8/31/20,estimate,-0.011,-0.014
Michigan,9/1/20,estimate,-0.011,-0.014
Michigan,9/2/20,estimate,-0.011,-0.014
Michigan,9/3/20,estimate,-0.011,-0.013
Michigan,9/4/20,estimate,-0.01,-0.012
Michigan,9/5/20,estimate,-0.009,-0.011
Michigan,9/6/20,estimate,-0.008,-0.01
Michigan,9/7/20,estimate,-0.006,-0.008
Michigan,9/8/20,estimate,-0.005,-0.006
Michigan,9/9/20,estimate,-0.003,-0.004
Michigan,9/10/20,estimate,-0.001,-0.002
Michigan,9/11/20,estimate,0.001,0
Michigan,9/12/20,estimate,0.003,0.002
Michigan,9/13/20,estimate,0.005,0.005
Michigan,9/14/20,estimate,0.006,0.007
Michigan,9/15/20,estimate,0.008,0.009
Michigan,9/16/20,estimate,0.01,0.01
Michigan,9/17/20,estimate,0.012,0.012
Michigan,9/18/20,estimate,0.014,0.014
Michigan,9/19/20,estimate,0.015,0.015
Michigan,9/20/20,estimate,0.017,0.017
Michigan,9/21/20,estimate,0.018,0.018
Michigan,9/22/20,estimate,0.019,0.02
Michigan,9/23/20,estimate,0.021,0.021
Michigan,9/24/20,estimate,0.022,0.022
Michigan,9/25/20,estimate,0.023,0.023
Michigan,9/26/20,estimate,0.024,0.025
Michigan,9/27/20,estimate,0.026,0.026
Michigan,9/28/20,estimate,0.027,0.027
Michigan,9/29/20,estimate,0.028,0.029
Michigan,9/30/20,estimate,0.03,0.03
Michigan,10/1/20,estimate,0.031,0.032
Michigan,10/2/20,estimate,0.033,0.033
Michigan,10/3/20,estimate,0.034,0.035
Michigan,10/4/20,estimate,0.035,0.036
Michigan,10/5/20,estimate,0.037,0.038
Michigan,10/6/20,estimate,0.039,0.039
Michigan,10/7/20,estimate,0.04,0.041
Michigan,10/8/20,estimate,0.041,0.042
Michigan,10/9/20,estimate,0.043,0.044
Michigan,10/10/20,estimate,0.044,0.045
Michigan,10/11/20,estimate,0.045,0.046
Michigan,10/12/20,estimate,0.046,0.047
Michigan,10/13/20,estimate,0.047,0.048
Michigan,10/14/20,estimate,0.048,0.049
Michigan,10/15/20,estimate,0.049,0.05
Michigan,10/16/20,estimate,0.05,0.051
Michigan,10/17/20,estimate,0.05,0.051
Michigan,10/18/20,estimate,0.051,0.052
Michigan,10/19/20,estimate,0.051,0.052
Michigan,10/20/20,estimate,0.051,0.052
Michigan,10/21/20,estimate,0.051,0.052
Michigan,10/22/20,estimate,0.051,0.053
Michigan,10/23/20,estimate,0.052,0.053
Michigan,10/24/20,estimate based on partial data,0.052,0.053
Michigan,10/25/20,estimate based on partial data,0.052,0.053
Michigan,10/26/20,estimate based on partial data,0.052,0.053
Michigan,10/27/20,estimate based on partial data,0.051,0.053
Michigan,10/28/20,estimate based on partial data,0.051,0.053
Michigan,10/29/20,estimate based on partial data,0.051,0.054
Michigan,10/30/20,estimate based on partial data,0.051,0.054
Michigan,10/31/20,estimate based on partial data,0.051,0.054
Michigan,11/1/20,estimate based on partial data,0.051,0.055
Michigan,11/2/20,estimate based on partial data,0.051,0.055
Michigan,11/3/20,estimate based on partial data,0.051,0.056
Michigan,11/4/20,forecast,0.051,0.056
Michigan,11/5/20,forecast,0.051,0.056
Michigan,11/6/20,forecast,0.051,0.056
Michigan,11/7/20,forecast,0.051,0.056
Michigan,11/8/20,forecast,0.051,0.056
Michigan,11/9/20,forecast,0.051,0.056
Michigan,11/10/20,forecast,0.051,0.056
Michigan,11/11/20,forecast,0.051,0.056
Michigan,11/12/20,forecast,0.051,0.056
Michigan,11/13/20,forecast,0.051,0.056
Michigan,11/14/20,forecast,0.051,0.056
Michigan,11/15/20,forecast,0.051,0.056
Michigan,11/16/20,forecast,0.051,0.056
Michigan,11/17/20,forecast,0.051,0.056
Minnesota,8/25/20,estimate,-0.006,-0.007
Minnesota,8/26/20,estimate,-0.008,-0.01
Minnesota,8/27/20,estimate,-0.01,-0.011
Minnesota,8/28/20,estimate,-0.011,-0.013
Minnesota,8/29/20,estimate,-0.012,-0.013
Minnesota,8/30/20,estimate,-0.012,-0.013
Minnesota,8/31/20,estimate,-0.012,-0.012
Minnesota,9/1/20,estimate,-0.01,-0.011
Minnesota,9/2/20,estimate,-0.009,-0.009
Minnesota,9/3/20,estimate,-0.006,-0.007
Minnesota,9/4/20,estimate,-0.003,-0.004
Minnesota,9/5/20,estimate,0,-0.001
Minnesota,9/6/20,estimate,0.003,0.003
Minnesota,9/7/20,estimate,0.006,0.006
Minnesota,9/8/20,estimate,0.01,0.01
Minnesota,9/9/20,estimate,0.013,0.014
Minnesota,9/10/20,estimate,0.016,0.017
Minnesota,9/11/20,estimate,0.019,0.021
Minnesota,9/12/20,estimate,0.022,0.024
Minnesota,9/13/20,estimate,0.025,0.026
Minnesota,9/14/20,estimate,0.027,0.029
Minnesota,9/15/20,estimate,0.029,0.03
Minnesota,9/16/20,estimate,0.03,0.031
Minnesota,9/17/20,estimate,0.031,0.032
Minnesota,9/18/20,estimate,0.031,0.032
Minnesota,9/19/20,estimate,0.031,0.032
Minnesota,9/20/20,estimate,0.03,0.031
Minnesota,9/21/20,estimate,0.03,0.031
Minnesota,9/22/20,estimate,0.029,0.029
Minnesota,9/23/20,estimate,0.027,0.028
Minnesota,9/24/20,estimate,0.026,0.026
Minnesota,9/25/20,estimate,0.025,0.025
Minnesota,9/26/20,estimate,0.024,0.023
Minnesota,9/27/20,estimate,0.022,0.022
Minnesota,9/28/20,estimate,0.021,0.021
Minnesota,9/29/20,estimate,0.021,0.02
Minnesota,9/30/20,estimate,0.02,0.019
Minnesota,10/1/20,estimate,0.02,0.018
Minnesota,10/2/20,estimate,0.019,0.018
Minnesota,10/3/20,estimate,0.019,0.018
Minnesota,10/4/20,estimate,0.019,0.018
Minnesota,10/5/20,estimate,0.02,0.019
Minnesota,10/6/20,estimate,0.021,0.02
Minnesota,10/7/20,estimate,0.022,0.021
Minnesota,10/8/20,estimate,0.023,0.022
Minnesota,10/9/20,estimate,0.024,0.024
Minnesota,10/10/20,estimate,0.026,0.025
Minnesota,10/11/20,estimate,0.028,0.027
Minnesota,10/12/20,estimate,0.029,0.029
Minnesota,10/13/20,estimate,0.031,0.031
Minnesota,10/14/20,estimate,0.033,0.033
Minnesota,10/15/20,estimate,0.035,0.035
Minnesota,10/16/20,estimate,0.038,0.038
Minnesota,10/17/20,estimate,0.04,0.04
Minnesota,10/18/20,estimate,0.042,0.042
Minnesota,10/19/20,estimate,0.044,0.045
Minnesota,10/20/20,estimate,0.047,0.047
Minnesota,10/21/20,estimate,0.049,0.05
Minnesota,10/22/20,estimate,0.052,0.052
Minnesota,10/23/20,estimate,0.054,0.055
Minnesota,10/24/20,estimate based on partial data,0.056,0.057
Minnesota,10/25/20,estimate based on partial data,0.058,0.06
Minnesota,10/26/20,estimate based on partial data,0.06,0.062
Minnesota,10/27/20,estimate based on partial data,0.062,0.065
Minnesota,10/28/20,estimate based on partial data,0.063,0.067
Minnesota,10/29/20,estimate based on partial data,0.065,0.07
Minnesota,10/30/20,estimate based on partial data,0.066,0.072
Minnesota,10/31/20,estimate based on partial data,0.067,0.074
Minnesota,11/1/20,estimate based on partial data,0.068,0.076
Minnesota,11/2/20,estimate based on partial data,0.069,0.078
Minnesota,11/3/20,estimate based on partial data,0.069,0.08
Minnesota,11/4/20,forecast,0.069,0.08
Minnesota,11/5/20,forecast,0.069,0.08
Minnesota,11/6/20,forecast,0.069,0.08
Minnesota,11/7/20,forecast,0.069,0.08
Minnesota,11/8/20,forecast,0.069,0.08
Minnesota,11/9/20,forecast,0.069,0.08
Minnesota,11/10/20,forecast,0.069,0.08
Minnesota,11/11/20,forecast,0.069,0.08
Minnesota,11/12/20,forecast,0.069,0.08
Minnesota,11/13/20,forecast,0.069,0.08
Minnesota,11/14/20,forecast,0.069,0.08
Minnesota,11/15/20,forecast,0.069,0.08
Minnesota,11/16/20,forecast,0.069,0.08
Minnesota,11/17/20,forecast,0.069,0.08
Mississippi,8/25/20,estimate,-0.019,-0.022
Mississippi,8/26/20,estimate,-0.02,-0.024
Mississippi,8/27/20,estimate,-0.022,-0.025
Mississippi,8/28/20,estimate,-0.023,-0.025
Mississippi,8/29/20,estimate,-0.023,-0.026
Mississippi,8/30/20,estimate,-0.024,-0.026
Mississippi,8/31/20,estimate,-0.023,-0.025
Mississippi,9/1/20,estimate,-0.023,-0.025
Mississippi,9/2/20,estimate,-0.022,-0.024
Mississippi,9/3/20,estimate,-0.021,-0.022
Mississippi,9/4/20,estimate,-0.019,-0.021
Mississippi,9/5/20,estimate,-0.017,-0.019
Mississippi,9/6/20,estimate,-0.015,-0.017
Mississippi,9/7/20,estimate,-0.013,-0.015
Mississippi,9/8/20,estimate,-0.011,-0.012
Mississippi,9/9/20,estimate,-0.009,-0.01
Mississippi,9/10/20,estimate,-0.007,-0.008
Mississippi,9/11/20,estimate,-0.005,-0.005
Mississippi,9/12/20,estimate,-0.003,-0.003
Mississippi,9/13/20,estimate,-0.001,-0.001
Mississippi,9/14/20,estimate,0,0.001
Mississippi,9/15/20,estimate,0.002,0.003
Mississippi,9/16/20,estimate,0.004,0.005
Mississippi,9/17/20,estimate,0.005,0.007
Mississippi,9/18/20,estimate,0.007,0.009
Mississippi,9/19/20,estimate,0.008,0.01
Mississippi,9/20/20,estimate,0.01,0.011
Mississippi,9/21/20,estimate,0.011,0.013
Mississippi,9/22/20,estimate,0.012,0.014
Mississippi,9/23/20,estimate,0.013,0.015
Mississippi,9/24/20,estimate,0.014,0.015
Mississippi,9/25/20,estimate,0.015,0.016
Mississippi,9/26/20,estimate,0.016,0.017
Mississippi,9/27/20,estimate,0.016,0.017
Mississippi,9/28/20,estimate,0.017,0.018
Mississippi,9/29/20,estimate,0.017,0.018
Mississippi,9/30/20,estimate,0.017,0.018
Mississippi,10/1/20,estimate,0.017,0.019
Mississippi,10/2/20,estimate,0.017,0.019
Mississippi,10/3/20,estimate,0.017,0.018
Mississippi,10/4/20,estimate,0.017,0.018
Mississippi,10/5/20,estimate,0.017,0.018
Mississippi,10/6/20,estimate,0.016,0.017
Mississippi,10/7/20,estimate,0.016,0.017
Mississippi,10/8/20,estimate,0.015,0.016
Mississippi,10/9/20,estimate,0.014,0.015
Mississippi,10/10/20,estimate,0.013,0.014
Mississippi,10/11/20,estimate,0.012,0.013
Mississippi,10/12/20,estimate,0.012,0.012
Mississippi,10/13/20,estimate,0.01,0.011
Mississippi,10/14/20,estimate,0.009,0.009
Mississippi,10/15/20,estimate,0.008,0.008
Mississippi,10/16/20,estimate,0.007,0.007
Mississippi,10/17/20,estimate,0.006,0.006
Mississippi,10/18/20,estimate,0.005,0.005
Mississippi,10/19/20,estimate,0.005,0.003
Mississippi,10/20/20,estimate,0.004,0.002
Mississippi,10/21/20,estimate,0.003,0.002
Mississippi,10/22/20,estimate,0.002,0.001
Mississippi,10/23/20,estimate,0.002,0
Mississippi,10/24/20,estimate based on partial data,0.001,-0.001
Mississippi,10/25/20,estimate based on partial data,0.001,-0.001
Mississippi,10/26/20,estimate based on partial data,0.001,-0.001
Mississippi,10/27/20,estimate based on partial data,0.001,-0.002
Mississippi,10/28/20,estimate based on partial data,0.001,-0.002
Mississippi,10/29/20,estimate based on partial data,0.001,-0.002
Mississippi,10/30/20,estimate based on partial data,0.001,-0.001
Mississippi,10/31/20,estimate based on partial data,0.001,-0.001
Mississippi,11/1/20,estimate based on partial data,0.001,-0.001
Mississippi,11/2/20,estimate based on partial data,0.001,-0.001
Mississippi,11/3/20,estimate based on partial data,0.001,0
Mississippi,11/4/20,forecast,0.001,0
Mississippi,11/5/20,forecast,0.001,0
Mississippi,11/6/20,forecast,0.001,0
Mississippi,11/7/20,forecast,0.001,0
Mississippi,11/8/20,forecast,0.001,0
Mississippi,11/9/20,forecast,0.001,0
Mississippi,11/10/20,forecast,0.001,0
Mississippi,11/11/20,forecast,0.001,0
Mississippi,11/12/20,forecast,0.001,0
Mississippi,11/13/20,forecast,0.001,0
Mississippi,11/14/20,forecast,0.001,0
Mississippi,11/15/20,forecast,0.001,0
Mississippi,11/16/20,forecast,0.001,0
Mississippi,11/17/20,forecast,0.001,0
Missouri,8/25/20,estimate,0.01,0.01
Missouri,8/26/20,estimate,0.009,0.01
Missouri,8/27/20,estimate,0.009,0.009
Missouri,8/28/20,estimate,0.009,0.009
Missouri,8/29/20,estimate,0.009,0.009
Missouri,8/30/20,estimate,0.009,0.009
Missouri,8/31/20,estimate,0.009,0.009
Missouri,9/1/20,estimate,0.009,0.009
Missouri,9/2/20,estimate,0.009,0.008
Missouri,9/3/20,estimate,0.008,0.008
Missouri,9/4/20,estimate,0.008,0.008
Missouri,9/5/20,estimate,0.008,0.008
Missouri,9/6/20,estimate,0.008,0.007
Missouri,9/7/20,estimate,0.008,0.007
Missouri,9/8/20,estimate,0.008,0.007
Missouri,9/9/20,estimate,0.007,0.007
Missouri,9/10/20,estimate,0.007,0.006
Missouri,9/11/20,estimate,0.007,0.006
Missouri,9/12/20,estimate,0.007,0.006
Missouri,9/13/20,estimate,0.007,0.006
Missouri,9/14/20,estimate,0.007,0.006
Missouri,9/15/20,estimate,0.007,0.006
Missouri,9/16/20,estimate,0.007,0.006
Missouri,9/17/20,estimate,0.007,0.006
Missouri,9/18/20,estimate,0.007,0.006
Missouri,9/19/20,estimate,0.007,0.006
Missouri,9/20/20,estimate,0.007,0.006
Missouri,9/21/20,estimate,0.007,0.006
Missouri,9/22/20,estimate,0.008,0.006
Missouri,9/23/20,estimate,0.008,0.007
Missouri,9/24/20,estimate,0.008,0.007
Missouri,9/25/20,estimate,0.008,0.007
Missouri,9/26/20,estimate,0.009,0.008
Missouri,9/27/20,estimate,0.009,0.008
Missouri,9/28/20,estimate,0.009,0.009
Missouri,9/29/20,estimate,0.01,0.009
Missouri,9/30/20,estimate,0.01,0.009
Missouri,10/1/20,estimate,0.01,0.01
Missouri,10/2/20,estimate,0.01,0.01
Missouri,10/3/20,estimate,0.011,0.011
Missouri,10/4/20,estimate,0.011,0.011
Missouri,10/5/20,estimate,0.011,0.012
Missouri,10/6/20,estimate,0.012,0.012
Missouri,10/7/20,estimate,0.012,0.013
Missouri,10/8/20,estimate,0.012,0.013
Missouri,10/9/20,estimate,0.013,0.014
Missouri,10/10/20,estimate,0.013,0.014
Missouri,10/11/20,estimate,0.014,0.015
Missouri,10/12/20,estimate,0.014,0.015
Missouri,10/13/20,estimate,0.014,0.015
Missouri,10/14/20,estimate,0.015,0.016
Missouri,10/15/20,estimate,0.015,0.016
Missouri,10/16/20,estimate,0.016,0.017
Missouri,10/17/20,estimate,0.016,0.017
Missouri,10/18/20,estimate,0.016,0.018
Missouri,10/19/20,estimate,0.017,0.018
Missouri,10/20/20,estimate,0.017,0.019
Missouri,10/21/20,estimate,0.017,0.019
Missouri,10/22/20,estimate,0.017,0.02
Missouri,10/23/20,estimate,0.017,0.02
Missouri,10/24/20,estimate based on partial data,0.017,0.021
Missouri,10/25/20,estimate based on partial data,0.018,0.021
Missouri,10/26/20,estimate based on partial data,0.017,0.021
