state,date,type,median,mean
Nebraska,10/30/20,estimate based on partial data,0.026,0.028
Nebraska,10/31/20,estimate based on partial data,0.026,0.028
Nebraska,11/1/20,estimate based on partial data,0.026,0.029
Nebraska,11/2/20,estimate based on partial data,0.026,0.029
Nebraska,11/3/20,estimate based on partial data,0.026,0.029
Nebraska,11/4/20,forecast,0.026,0.029
Nebraska,11/5/20,forecast,0.026,0.029
Nebraska,11/6/20,forecast,0.026,0.029
Nebraska,11/7/20,forecast,0.026,0.029
Nebraska,11/8/20,forecast,0.026,0.029
Nebraska,11/9/20,forecast,0.026,0.029
Nebraska,11/10/20,forecast,0.026,0.029
Nebraska,11/11/20,forecast,0.026,0.029
Nebraska,11/12/20,forecast,0.026,0.029
Nebraska,11/13/20,forecast,0.026,0.029
Nebraska,11/14/20,forecast,0.026,0.029
Nebraska,11/15/20,forecast,0.026,0.029
Nebraska,11/16/20,forecast,0.026,0.029
Nebraska,11/17/20,forecast,0.026,0.029
Nevada,8/25/20,estimate,-0.041,-0.042
Nevada,8/26/20,estimate,-0.04,-0.042
Nevada,8/27/20,estimate,-0.039,-0.04
Nevada,8/28/20,estimate,-0.037,-0.039
Nevada,8/29/20,estimate,-0.035,-0.036
Nevada,8/30/20,estimate,-0.032,-0.034
Nevada,8/31/20,estimate,-0.029,-0.03
Nevada,9/1/20,estimate,-0.026,-0.027
Nevada,9/2/20,estimate,-0.022,-0.023
Nevada,9/3/20,estimate,-0.017,-0.018
Nevada,9/4/20,estimate,-0.013,-0.013
Nevada,9/5/20,estimate,-0.008,-0.008
Nevada,9/6/20,estimate,-0.004,-0.003
Nevada,9/7/20,estimate,0.001,0.002
Nevada,9/8/20,estimate,0.006,0.007
Nevada,9/9/20,estimate,0.01,0.011
Nevada,9/10/20,estimate,0.014,0.016
Nevada,9/11/20,estimate,0.018,0.02
Nevada,9/12/20,estimate,0.022,0.023
Nevada,9/13/20,estimate,0.025,0.026
Nevada,9/14/20,estimate,0.027,0.029
Nevada,9/15/20,estimate,0.029,0.03
Nevada,9/16/20,estimate,0.031,0.032
Nevada,9/17/20,estimate,0.031,0.032
Nevada,9/18/20,estimate,0.032,0.033
Nevada,9/19/20,estimate,0.032,0.033
Nevada,9/20/20,estimate,0.031,0.032
Nevada,9/21/20,estimate,0.03,0.031
Nevada,9/22/20,estimate,0.03,0.03
Nevada,9/23/20,estimate,0.028,0.029
Nevada,9/24/20,estimate,0.027,0.027
Nevada,9/25/20,estimate,0.026,0.026
Nevada,9/26/20,estimate,0.025,0.025
Nevada,9/27/20,estimate,0.024,0.023
Nevada,9/28/20,estimate,0.023,0.022
Nevada,9/29/20,estimate,0.022,0.021
Nevada,9/30/20,estimate,0.021,0.021
Nevada,10/1/20,estimate,0.021,0.02
Nevada,10/2/20,estimate,0.021,0.02
Nevada,10/3/20,estimate,0.021,0.02
Nevada,10/4/20,estimate,0.021,0.02
Nevada,10/5/20,estimate,0.021,0.021
Nevada,10/6/20,estimate,0.021,0.021
Nevada,10/7/20,estimate,0.022,0.022
Nevada,10/8/20,estimate,0.022,0.022
Nevada,10/9/20,estimate,0.023,0.023
Nevada,10/10/20,estimate,0.023,0.023
Nevada,10/11/20,estimate,0.024,0.024
Nevada,10/12/20,estimate,0.024,0.024
Nevada,10/13/20,estimate,0.024,0.024
Nevada,10/14/20,estimate,0.024,0.024
Nevada,10/15/20,estimate,0.024,0.024
Nevada,10/16/20,estimate,0.024,0.024
Nevada,10/17/20,estimate,0.023,0.024
Nevada,10/18/20,estimate,0.023,0.023
Nevada,10/19/20,estimate,0.022,0.023
Nevada,10/20/20,estimate,0.022,0.022
Nevada,10/21/20,estimate,0.021,0.021
Nevada,10/22/20,estimate,0.02,0.02
Nevada,10/23/20,estimate,0.02,0.02
Nevada,10/24/20,estimate based on partial data,0.019,0.019
Nevada,10/25/20,estimate based on partial data,0.019,0.019
Nevada,10/26/20,estimate based on partial data,0.018,0.018
Nevada,10/27/20,estimate based on partial data,0.018,0.018
Nevada,10/28/20,estimate based on partial data,0.018,0.018
Nevada,10/29/20,estimate based on partial data,0.018,0.018
Nevada,10/30/20,estimate based on partial data,0.018,0.018
Nevada,10/31/20,estimate based on partial data,0.018,0.018
Nevada,11/1/20,estimate based on partial data,0.018,0.019
Nevada,11/2/20,estimate based on partial data,0.018,0.019
Nevada,11/3/20,estimate based on partial data,0.018,0.02
Nevada,11/4/20,forecast,0.018,0.02
Nevada,11/5/20,forecast,0.018,0.02
Nevada,11/6/20,forecast,0.018,0.02
Nevada,11/7/20,forecast,0.018,0.02
Nevada,11/8/20,forecast,0.018,0.02
Nevada,11/9/20,forecast,0.018,0.02
Nevada,11/10/20,forecast,0.018,0.02
Nevada,11/11/20,forecast,0.018,0.02
Nevada,11/12/20,forecast,0.018,0.02
Nevada,11/13/20,forecast,0.018,0.02
Nevada,11/14/20,forecast,0.018,0.02
Nevada,11/15/20,forecast,0.018,0.02
Nevada,11/16/20,forecast,0.018,0.02
Nevada,11/17/20,forecast,0.018,0.02
New Hampshire,8/21/20,estimate,0.013,0.013
New Hampshire,8/22/20,estimate,0.014,0.015
New Hampshire,8/23/20,estimate,0.015,0.016
New Hampshire,8/24/20,estimate,0.016,0.017
New Hampshire,8/25/20,estimate,0.017,0.018
New Hampshire,8/26/20,estimate,0.018,0.019
New Hampshire,8/27/20,estimate,0.019,0.02
New Hampshire,8/28/20,estimate,0.019,0.021
New Hampshire,8/29/20,estimate,0.02,0.021
New Hampshire,8/30/20,estimate,0.02,0.022
New Hampshire,8/31/20,estimate,0.021,0.022
New Hampshire,9/1/20,estimate,0.021,0.022
New Hampshire,9/2/20,estimate,0.021,0.022
New Hampshire,9/3/20,estimate,0.021,0.022
New Hampshire,9/4/20,estimate,0.022,0.022
New Hampshire,9/5/20,estimate,0.022,0.022
New Hampshire,9/6/20,estimate,0.022,0.022
New Hampshire,9/7/20,estimate,0.022,0.022
New Hampshire,9/8/20,estimate,0.023,0.022
New Hampshire,9/9/20,estimate,0.023,0.022
New Hampshire,9/10/20,estimate,0.023,0.023
New Hampshire,9/11/20,estimate,0.024,0.023
New Hampshire,9/12/20,estimate,0.024,0.024
New Hampshire,9/13/20,estimate,0.025,0.024
New Hampshire,9/14/20,estimate,0.025,0.025
New Hampshire,9/15/20,estimate,0.026,0.026
New Hampshire,9/16/20,estimate,0.027,0.027
New Hampshire,9/17/20,estimate,0.028,0.028
New Hampshire,9/18/20,estimate,0.029,0.029
New Hampshire,9/19/20,estimate,0.029,0.03
New Hampshire,9/20/20,estimate,0.03,0.031
New Hampshire,9/21/20,estimate,0.031,0.032
New Hampshire,9/22/20,estimate,0.032,0.033
New Hampshire,9/23/20,estimate,0.033,0.034
New Hampshire,9/24/20,estimate,0.033,0.035
New Hampshire,9/25/20,estimate,0.033,0.035
New Hampshire,9/26/20,estimate,0.034,0.036
New Hampshire,9/27/20,estimate,0.034,0.036
New Hampshire,9/28/20,estimate,0.034,0.035
New Hampshire,9/29/20,estimate,0.034,0.035
New Hampshire,9/30/20,estimate,0.033,0.035
New Hampshire,10/1/20,estimate,0.033,0.034
New Hampshire,10/2/20,estimate,0.032,0.033
New Hampshire,10/3/20,estimate,0.032,0.032
New Hampshire,10/4/20,estimate,0.031,0.032
New Hampshire,10/5/20,estimate,0.03,0.031
New Hampshire,10/6/20,estimate,0.03,0.03
New Hampshire,10/7/20,estimate,0.029,0.029
New Hampshire,10/8/20,estimate,0.029,0.028
New Hampshire,10/9/20,estimate,0.028,0.027
New Hampshire,10/10/20,estimate,0.027,0.027
New Hampshire,10/11/20,estimate,0.027,0.026
New Hampshire,10/12/20,estimate,0.026,0.026
New Hampshire,10/13/20,estimate,0.026,0.025
New Hampshire,10/14/20,estimate,0.026,0.025
New Hampshire,10/15/20,estimate,0.026,0.025
New Hampshire,10/16/20,estimate,0.026,0.025
New Hampshire,10/17/20,estimate,0.026,0.026
New Hampshire,10/18/20,estimate,0.027,0.026
New Hampshire,10/19/20,estimate,0.027,0.026
New Hampshire,10/20/20,estimate based on partial data,0.027,0.027
New Hampshire,10/21/20,estimate based on partial data,0.027,0.027
New Hampshire,10/22/20,estimate based on partial data,0.028,0.027
New Hampshire,10/23/20,estimate based on partial data,0.028,0.028
New Hampshire,10/24/20,estimate based on partial data,0.028,0.028
New Hampshire,10/25/20,estimate based on partial data,0.028,0.028
New Hampshire,10/26/20,estimate based on partial data,0.028,0.029
New Hampshire,10/27/20,estimate based on partial data,0.028,0.029
New Hampshire,10/28/20,estimate based on partial data,0.028,0.029
New Hampshire,10/29/20,estimate based on partial data,0.028,0.029
New Hampshire,10/30/20,estimate based on partial data,0.028,0.029
New Hampshire,10/31/20,forecast,0.028,0.029
New Hampshire,11/1/20,forecast,0.028,0.029
New Hampshire,11/2/20,forecast,0.028,0.029
New Hampshire,11/3/20,forecast,0.028,0.029
New Hampshire,11/4/20,forecast,0.028,0.029
New Hampshire,11/5/20,forecast,0.028,0.029
New Hampshire,11/6/20,forecast,0.028,0.029
New Hampshire,11/7/20,forecast,0.028,0.029
New Hampshire,11/8/20,forecast,0.028,0.029
New Hampshire,11/9/20,forecast,0.028,0.029
New Hampshire,11/10/20,forecast,0.028,0.029
New Hampshire,11/11/20,forecast,0.028,0.029
New Hampshire,11/12/20,forecast,0.028,0.029
New Hampshire,11/13/20,forecast,0.028,0.029
New Jersey,8/25/20,estimate,0.012,0.012
New Jersey,8/26/20,estimate,0.013,0.013
New Jersey,8/27/20,estimate,0.013,0.013
New Jersey,8/28/20,estimate,0.014,0.014
New Jersey,8/29/20,estimate,0.015,0.015
New Jersey,8/30/20,estimate,0.015,0.015
New Jersey,8/31/20,estimate,0.016,0.016
New Jersey,9/1/20,estimate,0.017,0.017
New Jersey,9/2/20,estimate,0.017,0.017
New Jersey,9/3/20,estimate,0.018,0.018
New Jersey,9/4/20,estimate,0.018,0.019
New Jersey,9/5/20,estimate,0.019,0.019
New Jersey,9/6/20,estimate,0.02,0.02
New Jersey,9/7/20,estimate,0.02,0.021
New Jersey,9/8/20,estimate,0.021,0.021
New Jersey,9/9/20,estimate,0.022,0.022
New Jersey,9/10/20,estimate,0.022,0.023
New Jersey,9/11/20,estimate,0.023,0.023
New Jersey,9/12/20,estimate,0.024,0.024
New Jersey,9/13/20,estimate,0.024,0.024
New Jersey,9/14/20,estimate,0.025,0.025
New Jersey,9/15/20,estimate,0.025,0.026
New Jersey,9/16/20,estimate,0.026,0.026
New Jersey,9/17/20,estimate,0.026,0.027
New Jersey,9/18/20,estimate,0.027,0.027
New Jersey,9/19/20,estimate,0.027,0.027
New Jersey,9/20/20,estimate,0.027,0.028
New Jersey,9/21/20,estimate,0.028,0.028
New Jersey,9/22/20,estimate,0.028,0.028
New Jersey,9/23/20,estimate,0.028,0.029
New Jersey,9/24/20,estimate,0.028,0.029
New Jersey,9/25/20,estimate,0.029,0.029
New Jersey,9/26/20,estimate,0.029,0.029
New Jersey,9/27/20,estimate,0.029,0.029
New Jersey,9/28/20,estimate,0.029,0.03
New Jersey,9/29/20,estimate,0.03,0.03
New Jersey,9/30/20,estimate,0.03,0.03
New Jersey,10/1/20,estimate,0.03,0.03
New Jersey,10/2/20,estimate,0.031,0.031
New Jersey,10/3/20,estimate,0.031,0.031
New Jersey,10/4/20,estimate,0.031,0.031
New Jersey,10/5/20,estimate,0.032,0.032
New Jersey,10/6/20,estimate,0.032,0.032
New Jersey,10/7/20,estimate,0.032,0.032
New Jersey,10/8/20,estimate,0.032,0.033
New Jersey,10/9/20,estimate,0.033,0.033
New Jersey,10/10/20,estimate,0.033,0.033
New Jersey,10/11/20,estimate,0.034,0.034
New Jersey,10/12/20,estimate,0.034,0.034
New Jersey,10/13/20,estimate,0.034,0.034
New Jersey,10/14/20,estimate,0.034,0.035
New Jersey,10/15/20,estimate,0.035,0.035
New Jersey,10/16/20,estimate,0.035,0.035
New Jersey,10/17/20,estimate,0.035,0.035
New Jersey,10/18/20,estimate,0.035,0.035
New Jersey,10/19/20,estimate,0.035,0.036
New Jersey,10/20/20,estimate,0.035,0.036
New Jersey,10/21/20,estimate,0.035,0.036
New Jersey,10/22/20,estimate,0.035,0.036
New Jersey,10/23/20,estimate,0.035,0.036
New Jersey,10/24/20,estimate based on partial data,0.035,0.036
New Jersey,10/25/20,estimate based on partial data,0.035,0.036
New Jersey,10/26/20,estimate based on partial data,0.035,0.036
New Jersey,10/27/20,estimate based on partial data,0.035,0.036
New Jersey,10/28/20,estimate based on partial data,0.035,0.036
New Jersey,10/29/20,estimate based on partial data,0.035,0.036
New Jersey,10/30/20,estimate based on partial data,0.035,0.036
New Jersey,10/31/20,estimate based on partial data,0.035,0.036
New Jersey,11/1/20,estimate based on partial data,0.035,0.036
New Jersey,11/2/20,estimate based on partial data,0.035,0.036
New Jersey,11/3/20,estimate based on partial data,0.035,0.036
New Jersey,11/4/20,forecast,0.035,0.036
New Jersey,11/5/20,forecast,0.035,0.036
New Jersey,11/6/20,forecast,0.035,0.036
New Jersey,11/7/20,forecast,0.035,0.036
New Jersey,11/8/20,forecast,0.035,0.036
New Jersey,11/9/20,forecast,0.035,0.036
New Jersey,11/10/20,forecast,0.035,0.036
New Jersey,11/11/20,forecast,0.035,0.036
New Jersey,11/12/20,forecast,0.035,0.036
New Jersey,11/13/20,forecast,0.035,0.036
New Jersey,11/14/20,forecast,0.035,0.036
New Jersey,11/15/20,forecast,0.035,0.036
New Jersey,11/16/20,forecast,0.035,0.036
New Jersey,11/17/20,forecast,0.035,0.036
New Mexico,8/25/20,estimate,-0.022,-0.023
New Mexico,8/26/20,estimate,-0.022,-0.023
New Mexico,8/27/20,estimate,-0.022,-0.023
New Mexico,8/28/20,estimate,-0.021,-0.022
New Mexico,8/29/20,estimate,-0.02,-0.021
New Mexico,8/30/20,estimate,-0.017,-0.018
New Mexico,8/31/20,estimate,-0.015,-0.016
New Mexico,9/1/20,estimate,-0.012,-0.013
New Mexico,9/2/20,estimate,-0.008,-0.009
New Mexico,9/3/20,estimate,-0.004,-0.005
New Mexico,9/4/20,estimate,0,0
New Mexico,9/5/20,estimate,0.004,0.004
New Mexico,9/6/20,estimate,0.009,0.009
New Mexico,9/7/20,estimate,0.014,0.014
New Mexico,9/8/20,estimate,0.018,0.019
New Mexico,9/9/20,estimate,0.023,0.024
New Mexico,9/10/20,estimate,0.028,0.029
New Mexico,9/11/20,estimate,0.032,0.033
New Mexico,9/12/20,estimate,0.036,0.037
New Mexico,9/13/20,estimate,0.04,0.041
New Mexico,9/14/20,estimate,0.043,0.045
New Mexico,9/15/20,estimate,0.046,0.048
New Mexico,9/16/20,estimate,0.049,0.05
New Mexico,9/17/20,estimate,0.052,0.053
New Mexico,9/18/20,estimate,0.054,0.054
New Mexico,9/19/20,estimate,0.055,0.056
New Mexico,9/20/20,estimate,0.057,0.057
New Mexico,9/21/20,estimate,0.058,0.058
New Mexico,9/22/20,estimate,0.059,0.059
New Mexico,9/23/20,estimate,0.06,0.06
New Mexico,9/24/20,estimate,0.06,0.06
New Mexico,9/25/20,estimate,0.061,0.061
New Mexico,9/26/20,estimate,0.061,0.061
New Mexico,9/27/20,estimate,0.061,0.061
New Mexico,9/28/20,estimate,0.061,0.061
New Mexico,9/29/20,estimate,0.061,0.061
New Mexico,9/30/20,estimate,0.061,0.061
New Mexico,10/1/20,estimate,0.061,0.061
New Mexico,10/2/20,estimate,0.061,0.061
New Mexico,10/3/20,estimate,0.06,0.061
New Mexico,10/4/20,estimate,0.06,0.06
New Mexico,10/5/20,estimate,0.059,0.059
New Mexico,10/6/20,estimate,0.058,0.058
New Mexico,10/7/20,estimate,0.057,0.057
New Mexico,10/8/20,estimate,0.056,0.056
New Mexico,10/9/20,estimate,0.054,0.055
New Mexico,10/10/20,estimate,0.053,0.053
New Mexico,10/11/20,estimate,0.051,0.052
New Mexico,10/12/20,estimate,0.05,0.05
New Mexico,10/13/20,estimate,0.048,0.048
New Mexico,10/14/20,estimate,0.046,0.046
New Mexico,10/15/20,estimate,0.045,0.044
New Mexico,10/16/20,estimate,0.043,0.043
New Mexico,10/17/20,estimate,0.041,0.041
New Mexico,10/18/20,estimate,0.04,0.039
New Mexico,10/19/20,estimate,0.039,0.038
New Mexico,10/20/20,estimate,0.038,0.037
New Mexico,10/21/20,estimate,0.037,0.036
New Mexico,10/22/20,estimate,0.036,0.036
New Mexico,10/23/20,estimate,0.036,0.035
New Mexico,10/24/20,estimate based on partial data,0.036,0.035
New Mexico,10/25/20,estimate based on partial data,0.036,0.036
New Mexico,10/26/20,estimate based on partial data,0.037,0.036
New Mexico,10/27/20,estimate based on partial data,0.037,0.037
New Mexico,10/28/20,estimate based on partial data,0.038,0.038
New Mexico,10/29/20,estimate based on partial data,0.039,0.039
New Mexico,10/30/20,estimate based on partial data,0.04,0.041
New Mexico,10/31/20,estimate based on partial data,0.04,0.042
New Mexico,11/1/20,estimate based on partial data,0.041,0.044
New Mexico,11/2/20,estimate based on partial data,0.041,0.046
New Mexico,11/3/20,estimate based on partial data,0.042,0.047
New Mexico,11/4/20,forecast,0.042,0.047
New Mexico,11/5/20,forecast,0.042,0.047
New Mexico,11/6/20,forecast,0.042,0.047
New Mexico,11/7/20,forecast,0.042,0.047
New Mexico,11/8/20,forecast,0.042,0.047
New Mexico,11/9/20,forecast,0.042,0.047
New Mexico,11/10/20,forecast,0.042,0.047
New Mexico,11/11/20,forecast,0.042,0.047
New Mexico,11/12/20,forecast,0.042,0.047
New Mexico,11/13/20,forecast,0.042,0.047
New Mexico,11/14/20,forecast,0.042,0.047
New Mexico,11/15/20,forecast,0.042,0.047
New Mexico,11/16/20,forecast,0.042,0.047
New Mexico,11/17/20,forecast,0.042,0.047
New York,8/25/20,estimate,0.008,0.007
New York,8/26/20,estimate,0.008,0.007
New York,8/27/20,estimate,0.008,0.007
New York,8/28/20,estimate,0.008,0.007
New York,8/29/20,estimate,0.008,0.007
New York,8/30/20,estimate,0.008,0.007
New York,8/31/20,estimate,0.008,0.007
New York,9/1/20,estimate,0.008,0.007
New York,9/2/20,estimate,0.009,0.007
New York,9/3/20,estimate,0.009,0.008
New York,9/4/20,estimate,0.01,0.008
New York,9/5/20,estimate,0.01,0.009
New York,9/6/20,estimate,0.011,0.01
New York,9/7/20,estimate,0.012,0.011
New York,9/8/20,estimate,0.013,0.012
New York,9/9/20,estimate,0.014,0.013
New York,9/10/20,estimate,0.015,0.014
New York,9/11/20,estimate,0.016,0.016
New York,9/12/20,estimate,0.017,0.017
New York,9/13/20,estimate,0.018,0.019
New York,9/14/20,estimate,0.02,0.02
New York,9/15/20,estimate,0.021,0.022
New York,9/16/20,estimate,0.022,0.023
New York,9/17/20,estimate,0.023,0.024
New York,9/18/20,estimate,0.024,0.025
New York,9/19/20,estimate,0.025,0.026
New York,9/20/20,estimate,0.025,0.027
New York,9/21/20,estimate,0.026,0.028
New York,9/22/20,estimate,0.026,0.028
New York,9/23/20,estimate,0.026,0.028
New York,9/24/20,estimate,0.026,0.028
New York,9/25/20,estimate,0.026,0.028
New York,9/26/20,estimate,0.026,0.027
New York,9/27/20,estimate,0.025,0.026
New York,9/28/20,estimate,0.025,0.026
New York,9/29/20,estimate,0.024,0.025
New York,9/30/20,estimate,0.023,0.024
New York,10/1/20,estimate,0.022,0.023
New York,10/2/20,estimate,0.022,0.022
New York,10/3/20,estimate,0.021,0.021
New York,10/4/20,estimate,0.02,0.02
New York,10/5/20,estimate,0.02,0.019
New York,10/6/20,estimate,0.019,0.018
New York,10/7/20,estimate,0.019,0.018
New York,10/8/20,estimate,0.019,0.017
New York,10/9/20,estimate,0.019,0.017
New York,10/10/20,estimate,0.019,0.017
New York,10/11/20,estimate,0.019,0.017
New York,10/12/20,estimate,0.019,0.018
New York,10/13/20,estimate,0.019,0.018
New York,10/14/20,estimate,0.02,0.019
New York,10/15/20,estimate,0.02,0.019
New York,10/16/20,estimate,0.021,0.02
New York,10/17/20,estimate,0.021,0.021
New York,10/18/20,estimate,0.022,0.022
New York,10/19/20,estimate,0.023,0.023
New York,10/20/20,estimate,0.023,0.024
New York,10/21/20,estimate,0.024,0.024
New York,10/22/20,estimate,0.024,0.025
New York,10/23/20,estimate,0.025,0.026
New York,10/24/20,estimate based on partial data,0.025,0.026
New York,10/25/20,estimate based on partial data,0.025,0.027
New York,10/26/20,estimate based on partial data,0.026,0.027
New York,10/27/20,estimate based on partial data,0.026,0.028
New York,10/28/20,estimate based on partial data,0.026,0.028
New York,10/29/20,estimate based on partial data,0.026,0.028
New York,10/30/20,estimate based on partial data,0.026,0.028
New York,10/31/20,estimate based on partial data,0.025,0.028
New York,11/1/20,estimate based on partial data,0.025,0.028
New York,11/2/20,estimate based on partial data,0.025,0.027
New York,11/3/20,estimate based on partial data,0.025,0.027
New York,11/4/20,forecast,0.025,0.027
New York,11/5/20,forecast,0.025,0.027
New York,11/6/20,forecast,0.025,0.027
New York,11/7/20,forecast,0.025,0.027
New York,11/8/20,forecast,0.025,0.027
New York,11/9/20,forecast,0.025,0.027
New York,11/10/20,forecast,0.025,0.027
New York,11/11/20,forecast,0.025,0.027
New York,11/12/20,forecast,0.025,0.027
New York,11/13/20,forecast,0.025,0.027
New York,11/14/20,forecast,0.025,0.027
New York,11/15/20,forecast,0.025,0.027
New York,11/16/20,forecast,0.025,0.027
New York,11/17/20,forecast,0.025,0.027
North Carolina,8/25/20,estimate,-0.006,-0.009
North Carolina,8/26/20,estimate,-0.008,-0.011
North Carolina,8/27/20,estimate,-0.01,-0.013
North Carolina,8/28/20,estimate,-0.012,-0.014
North Carolina,8/29/20,estimate,-0.013,-0.015
North Carolina,8/30/20,estimate,-0.014,-0.015
North Carolina,8/31/20,estimate,-0.014,-0.015
North Carolina,9/1/20,estimate,-0.013,-0.014
North Carolina,9/2/20,estimate,-0.012,-0.013
North Carolina,9/3/20,estimate,-0.01,-0.011
North Carolina,9/4/20,estimate,-0.008,-0.009
North Carolina,9/5/20,estimate,-0.006,-0.007
North Carolina,9/6/20,estimate,-0.003,-0.004
North Carolina,9/7/20,estimate,-0.001,-0.002
North Carolina,9/8/20,estimate,0.002,0.001
North Carolina,9/9/20,estimate,0.004,0.004
North Carolina,9/10/20,estimate,0.006,0.007
North Carolina,9/11/20,estimate,0.008,0.009
North Carolina,9/12/20,estimate,0.01,0.012
North Carolina,9/13/20,estimate,0.011,0.014
North Carolina,9/14/20,estimate,0.013,0.016
North Carolina,9/15/20,estimate,0.015,0.018
North Carolina,9/16/20,estimate,0.016,0.019
North Carolina,9/17/20,estimate,0.017,0.02
North Carolina,9/18/20,estimate,0.017,0.02
North Carolina,9/19/20,estimate,0.018,0.02
North Carolina,9/20/20,estimate,0.018,0.02
North Carolina,9/21/20,estimate,0.017,0.019
North Carolina,9/22/20,estimate,0.017,0.019
North Carolina,9/23/20,estimate,0.016,0.018
North Carolina,9/24/20,estimate,0.015,0.017
North Carolina,9/25/20,estimate,0.015,0.016
North Carolina,9/26/20,estimate,0.014,0.015
North Carolina,9/27/20,estimate,0.013,0.014
North Carolina,9/28/20,estimate,0.012,0.013
North Carolina,9/29/20,estimate,0.011,0.012
North Carolina,9/30/20,estimate,0.011,0.011
North Carolina,10/1/20,estimate,0.01,0.01
North Carolina,10/2/20,estimate,0.01,0.01
North Carolina,10/3/20,estimate,0.01,0.01
North Carolina,10/4/20,estimate,0.01,0.01
North Carolina,10/5/20,estimate,0.01,0.009
North Carolina,10/6/20,estimate,0.01,0.01
North Carolina,10/7/20,estimate,0.01,0.01
North Carolina,10/8/20,estimate,0.01,0.01
North Carolina,10/9/20,estimate,0.01,0.01
North Carolina,10/10/20,estimate,0.01,0.011
North Carolina,10/11/20,estimate,0.011,0.011
North Carolina,10/12/20,estimate,0.011,0.011
North Carolina,10/13/20,estimate,0.011,0.011
North Carolina,10/14/20,estimate,0.011,0.012
North Carolina,10/15/20,estimate,0.011,0.012
North Carolina,10/16/20,estimate,0.011,0.012
North Carolina,10/17/20,estimate,0.011,0.012
North Carolina,10/18/20,estimate,0.011,0.011
North Carolina,10/19/20,estimate,0.011,0.011
North Carolina,10/20/20,estimate,0.011,0.011
North Carolina,10/21/20,estimate,0.01,0.011
North Carolina,10/22/20,estimate,0.01,0.01
North Carolina,10/23/20,estimate,0.01,0.01
North Carolina,10/24/20,estimate based on partial data,0.01,0.01
North Carolina,10/25/20,estimate based on partial data,0.01,0.01
North Carolina,10/26/20,estimate based on partial data,0.01,0.01
North Carolina,10/27/20,estimate based on partial data,0.01,0.009
North Carolina,10/28/20,estimate based on partial data,0.01,0.01
North Carolina,10/29/20,estimate based on partial data,0.01,0.01
North Carolina,10/30/20,estimate based on partial data,0.01,0.01
North Carolina,10/31/20,estimate based on partial data,0.01,0.01
North Carolina,11/1/20,estimate based on partial data,0.01,0.011
North Carolina,11/2/20,estimate based on partial data,0.01,0.011
North Carolina,11/3/20,estimate based on partial data,0.01,0.011
North Carolina,11/4/20,forecast,0.01,0.011
North Carolina,11/5/20,forecast,0.01,0.011
North Carolina,11/6/20,forecast,0.01,0.011
North Carolina,11/7/20,forecast,0.01,0.011
North Carolina,11/8/20,forecast,0.01,0.011
North Carolina,11/9/20,forecast,0.01,0.011
North Carolina,11/10/20,forecast,0.01,0.011
North Carolina,11/11/20,forecast,0.01,0.011
North Carolina,11/12/20,forecast,0.01,0.011
North Carolina,11/13/20,forecast,0.01,0.011
North Carolina,11/14/20,forecast,0.01,0.011
North Carolina,11/15/20,forecast,0.01,0.011
North Carolina,11/16/20,forecast,0.01,0.011
North Carolina,11/17/20,forecast,0.01,0.011
North Dakota,8/21/20,estimate,0.029,0.029
North Dakota,8/22/20,estimate,0.028,0.028
North Dakota,8/23/20,estimate,0.027,0.027
North Dakota,8/24/20,estimate,0.027,0.026
North Dakota,8/25/20,estimate,0.026,0.025
North Dakota,8/26/20,estimate,0.025,0.024
North Dakota,8/27/20,estimate,0.025,0.024
North Dakota,8/28/20,estimate,0.024,0.023
North Dakota,8/29/20,estimate,0.024,0.022
North Dakota,8/30/20,estimate,0.023,0.022
North Dakota,8/31/20,estimate,0.023,0.021
North Dakota,9/1/20,estimate,0.022,0.021
North Dakota,9/2/20,estimate,0.022,0.021
North Dakota,9/3/20,estimate,0.022,0.021
North Dakota,9/4/20,estimate,0.022,0.02
North Dakota,9/5/20,estimate,0.021,0.02
North Dakota,9/6/20,estimate,0.021,0.02
North Dakota,9/7/20,estimate,0.021,0.02
North Dakota,9/8/20,estimate,0.021,0.02
North Dakota,9/9/20,estimate,0.021,0.02
North Dakota,9/10/20,estimate,0.021,0.02
North Dakota,9/11/20,estimate,0.021,0.021
North Dakota,9/12/20,estimate,0.021,0.021
North Dakota,9/13/20,estimate,0.021,0.021
North Dakota,9/14/20,estimate,0.022,0.021
North Dakota,9/15/20,estimate,0.022,0.021
North Dakota,9/16/20,estimate,0.022,0.021
North Dakota,9/17/20,estimate,0.022,0.021
North Dakota,9/18/20,estimate,0.022,0.021
North Dakota,9/19/20,estimate,0.022,0.022
North Dakota,9/20/20,estimate,0.022,0.022
North Dakota,9/21/20,estimate,0.023,0.022
North Dakota,9/22/20,estimate,0.023,0.022
North Dakota,9/23/20,estimate,0.024,0.023
North Dakota,9/24/20,estimate,0.024,0.023
North Dakota,9/25/20,estimate,0.024,0.024
North Dakota,9/26/20,estimate,0.025,0.024
North Dakota,9/27/20,estimate,0.025,0.025
North Dakota,9/28/20,estimate,0.025,0.025
North Dakota,9/29/20,estimate,0.026,0.026
North Dakota,9/30/20,estimate,0.026,0.027
North Dakota,10/1/20,estimate,0.027,0.027
North Dakota,10/2/20,estimate,0.027,0.028
North Dakota,10/3/20,estimate,0.027,0.028
North Dakota,10/4/20,estimate,0.028,0.029
North Dakota,10/5/20,estimate,0.028,0.029
